stock_symbol,timestamp,open,high,low,close,volume
AAPL,2024-06-21 18:33:00,207.55,207.57,207.52,207.55,111
AAPL,2024-06-21 18:32:00,207.57,207.58,207.53,207.55,439
AAPL,2024-06-21 18:31:00,207.52,207.58,207.52,207.58,71
AAPL,2024-06-21 18:30:00,207.59,207.59,207.52,207.55,2667
AAPL,2024-06-21 18:29:00,207.56,207.59,207.55,207.58,98
AAPL,2024-06-21 18:28:00,207.57,207.59,207.53,207.55,1062
AAPL,2024-06-21 18:27:00,207.58,207.59,207.555,207.57,100
AAPL,2024-06-21 18:26:00,207.53,207.59,207.53,207.55,385
AAPL,2024-06-21 18:25:00,207.58,207.59,207.53,207.58,3843
AAPL,2024-06-21 18:24:00,207.53,207.59,207.53,207.59,197
AAPL,2024-06-21 18:23:00,207.58,207.59,207.53,207.56,568
AAPL,2024-06-21 18:22:00,207.59,207.59,207.53,207.56,1047
AAPL,2024-06-21 18:21:00,207.57,207.6,207.53,207.55,3983
AAPL,2024-06-21 18:20:00,207.6,207.6,207.56,207.58,615
AAPL,2024-06-21 18:19:00,207.56,207.6,207.56,207.58,85
AAPL,2024-06-21 18:18:00,207.58,207.6,207.56,207.56,171
AAPL,2024-06-21 18:17:00,207.58,207.6,207.57,207.58,252
AAPL,2024-06-21 18:16:00,207.59,207.6,207.57,207.59,2246
AAPL,2024-06-21 18:15:00,207.59,207.6,207.57,207.6,632
AAPL,2024-06-21 18:14:00,207.64,207.64,207.58,207.6,1011
AAPL,2024-06-21 18:13:00,207.6,207.64,207.6,207.62,90
AAPL,2024-06-21 18:12:00,207.63,207.64,207.49,207.62,86204
AAPL,2024-06-21 18:11:00,207.62,207.64,207.6,207.62,358
AAPL,2024-06-21 18:10:00,207.61,207.64,207.6,207.62,117
AAPL,2024-06-21 18:09:00,207.61,207.62,207.6,207.62,1760
AAPL,2024-06-21 18:08:00,207.62,207.64,207.61,207.62,479
AAPL,2024-06-21 18:07:00,207.65,207.7,207.61,207.7,456
AAPL,2024-06-21 18:06:00,207.7,207.7,207.65,207.665,580
AAPL,2024-06-21 18:05:00,207.7,207.7,207.65,207.7,2172
AAPL,2024-06-21 18:04:00,207.68,207.7,207.65,207.7,1230
AAPL,2024-06-21 18:03:00,207.66,207.665,207.6,207.665,585
AAPL,2024-06-21 18:02:00,207.62,207.68,207.62,207.66,231
AAPL,2024-06-21 18:01:00,207.68,207.69,207.62,207.65,1202
AAPL,2024-06-21 18:00:00,207.68,207.7,207.65,207.7,1860
AAPL,2024-06-21 17:59:00,207.651,207.7,207.651,207.68,1045
AAPL,2024-06-21 17:58:00,207.675,207.7,207.65,207.7,427
AAPL,2024-06-21 17:57:00,207.68,207.7,207.64,207.65,543
AAPL,2024-06-21 17:56:00,207.649,207.7,207.6,207.7,4062
AAPL,2024-06-21 17:55:00,207.7,207.7,207.61,207.63,1315
AAPL,2024-06-21 17:54:00,207.75,207.75,207.67,207.7,2431
AAPL,2024-06-21 17:53:00,207.77,207.77,207.71,207.71,992
AAPL,2024-06-21 17:52:00,207.7,207.76,207.645,207.76,6553
AAPL,2024-06-21 17:51:00,207.635,207.71,207.56,207.7,942
AAPL,2024-06-21 17:50:00,207.66,207.7,207.61,207.7,6496
AAPL,2024-06-21 17:49:00,207.66,207.67,207.57,207.67,1414
AAPL,2024-06-21 17:48:00,207.67,207.67,207.62,207.65,213
AAPL,2024-06-21 17:47:00,207.67,207.67,207.56,207.67,904
AAPL,2024-06-21 17:46:00,207.6,207.67,207.56,207.56,8734
AAPL,2024-06-21 17:45:00,207.53,207.64,207.51,207.64,2468
AAPL,2024-06-21 17:44:00,207.48,207.59,207.46,207.588,6507
AAPL,2024-06-21 17:43:00,207.54,207.54,207.47,207.49,23891
AAPL,2024-06-21 17:42:00,207.56,207.56,207.53,207.53,1912
AAPL,2024-06-21 17:41:00,207.54,207.56,207.49,207.559,20896
AAPL,2024-06-21 17:40:00,207.58,207.59,207.54,207.56,292
AAPL,2024-06-21 17:39:00,207.57,207.59,207.54,207.565,858
AAPL,2024-06-21 17:38:00,207.56,207.58,207.54,207.56,2934
AAPL,2024-06-21 17:37:00,207.56,207.58,207.55,207.55,1046
AAPL,2024-06-21 17:36:00,207.58,207.58,207.55,207.55,750
AAPL,2024-06-21 17:35:00,207.59,207.6,207.579,207.579,1624
AAPL,2024-06-21 17:34:00,207.6,207.6,207.56,207.585,5402
AAPL,2024-06-21 17:33:00,207.6,207.64,207.58,207.59,134
AAPL,2024-06-21 17:32:00,207.63,207.63,207.571,207.578,147
AAPL,2024-06-21 17:31:00,207.57,207.63,207.56,207.6,337
AAPL,2024-06-21 17:30:00,207.6,207.63,207.56,207.595,5629
AAPL,2024-06-21 17:29:00,207.58,207.65,207.57,207.59,5791
AAPL,2024-06-21 17:28:00,207.64,207.64,207.55,207.58,15123
AAPL,2024-06-21 17:27:00,207.57,207.65,207.49,207.615,92573
AAPL,2024-06-21 17:26:00,207.56,207.57,207.55,207.55,2085
AAPL,2024-06-21 17:25:00,207.57,207.58,207.55,207.56,1576
AAPL,2024-06-21 17:24:00,207.605,207.62,207.57,207.57,1349
AAPL,2024-06-21 17:23:00,207.59,207.62,207.59,207.62,17445
AAPL,2024-06-21 17:22:00,207.59,207.61,207.58,207.59,969
AAPL,2024-06-21 17:21:00,207.61,207.61,207.59,207.59,3328
AAPL,2024-06-21 17:20:00,207.61,207.61,207.59,207.59,957
AAPL,2024-06-21 17:19:00,207.6,207.61,207.58,207.6,1039
AAPL,2024-06-21 17:18:00,207.595,207.61,207.58,207.6,788
AAPL,2024-06-21 17:17:00,207.6,207.61,207.595,207.61,1271
AAPL,2024-06-21 17:16:00,207.61,207.61,207.58,207.58,311
AAPL,2024-06-21 17:15:00,207.62,207.62,207.58,207.6,5742
AAPL,2024-06-21 17:14:00,207.62,207.62,207.6,207.62,3550
AAPL,2024-06-21 17:13:00,207.63,207.64,207.62,207.63,2060
AAPL,2024-06-21 17:12:00,207.65,207.65,207.63,207.64,59
AAPL,2024-06-21 17:11:00,207.65,207.65,207.62,207.635,448
AAPL,2024-06-21 17:10:00,207.64,207.67,207.49,207.66,1201408
AAPL,2024-06-21 17:09:00,207.65,207.65,207.63,207.64,730
AAPL,2024-06-21 17:08:00,207.675,207.7,207.635,207.64,249
AAPL,2024-06-21 17:07:00,207.68,207.7,207.66,207.66,11280
AAPL,2024-06-21 17:06:00,207.65,207.7,207.63,207.68,13569
AAPL,2024-06-21 17:05:00,207.64,207.65,207.621,207.65,2149
AAPL,2024-06-21 17:04:00,207.64,207.68,207.63,207.64,1500
AAPL,2024-06-21 17:03:00,207.68,207.68,207.63,207.64,1330
AAPL,2024-06-21 17:02:00,207.62,207.68,207.6,207.655,3594
AAPL,2024-06-21 17:01:00,207.625,207.67,207.6,207.64,11287
AAPL,2024-06-21 17:00:00,207.63,207.64,207.61,207.61,5549
AAPL,2024-06-21 16:59:00,207.66,207.72,207.64,207.65,2099
AAPL,2024-06-21 16:58:00,207.68,207.72,207.49,207.661,2533468
AAPL,2024-06-21 16:57:00,207.705,207.72,207.66,207.667,12940
AAPL,2024-06-21 16:56:00,207.71,207.72,207.7,207.71,5443
AAPL,2024-06-21 16:55:00,207.72,207.72,207.7,207.7,5227
AAPL,2024-06-21 16:54:00,207.7,207.72,207.7,207.7,906
AAPL,2024-06-21 16:53:00,207.71,207.73,207.7,207.71,5575
AAPL,2024-06-21 16:52:00,207.7,207.72,207.69,207.7,10330
AAPL,2024-06-21 16:51:00,207.7,207.71,207.7,207.7,4247
AAPL,2024-06-21 16:50:00,207.72,207.74,207.7,207.7,5350
AAPL,2024-06-21 16:49:00,207.72,207.75,207.7,207.72,2005
AAPL,2024-06-21 16:48:00,207.71,207.75,207.7,207.72,8747
AAPL,2024-06-21 16:47:00,207.71,207.72,207.69,207.71,36903
AAPL,2024-06-21 16:46:00,207.71,207.72,207.49,207.72,32594
AAPL,2024-06-21 16:45:00,207.73,207.74,207.7,207.7,3371
AAPL,2024-06-21 16:44:00,207.73,207.75,207.7,207.739,7659
AAPL,2024-06-21 16:43:00,207.71,207.75,207.7,207.72,2213
AAPL,2024-06-21 16:42:00,207.72,207.74,207.7,207.7,1721
AAPL,2024-06-21 16:41:00,207.768,207.77,207.7,207.7,1190
AAPL,2024-06-21 16:40:00,207.79,207.81,207.7,207.72,15393
AAPL,2024-06-21 16:39:00,207.8,207.81,207.77,207.805,2501
AAPL,2024-06-21 16:38:00,207.81,207.81,207.77,207.805,18673
AAPL,2024-06-21 16:37:00,207.81,207.81,207.77,207.79,4491
AAPL,2024-06-21 16:36:00,207.84,207.84,207.76,207.81,625
AAPL,2024-06-21 16:35:00,207.79,207.88,207.66,207.839,10952
AAPL,2024-06-21 16:34:00,207.79,207.83,207.75,207.8,4773
AAPL,2024-06-21 16:33:00,207.72,207.82,207.71,207.78,4565
AAPL,2024-06-21 16:32:00,207.789,207.79,207.71,207.73,2755
AAPL,2024-06-21 16:31:00,207.72,207.8,207.7,207.76,32684
AAPL,2024-06-21 16:30:00,207.71,207.72,207.49,207.7,348315
AAPL,2024-06-21 16:29:00,207.67,207.72,207.49,207.72,25372
AAPL,2024-06-21 16:28:00,207.64,210.71,207.62,207.67,6712
AAPL,2024-06-21 16:27:00,207.64,207.65,207.61,207.62,2351
AAPL,2024-06-21 16:26:00,207.675,207.73,207.6,207.64,33465
AAPL,2024-06-21 16:25:00,207.705,207.71,207.67,207.69,18441
AAPL,2024-06-21 16:24:00,207.7,207.71,207.485,207.71,323627
AAPL,2024-06-21 16:23:00,207.77,207.78,207.7,207.71,33675
AAPL,2024-06-21 16:22:00,207.75,208.271,207.71,207.77,6013
AAPL,2024-06-21 16:21:00,207.69,207.8,207.68,207.78,10014
AAPL,2024-06-21 16:20:00,207.76,207.76,207.49,207.69,40614
AAPL,2024-06-21 16:19:00,207.81,207.81,207.74,207.75,9529
AAPL,2024-06-21 16:18:00,207.805,207.81,207.49,207.785,26892
AAPL,2024-06-21 16:17:00,207.76,207.81,207.75,207.805,65647
AAPL,2024-06-21 16:16:00,207.76,207.79,207.75,207.76,69391
AAPL,2024-06-21 16:15:00,207.78,207.8,207.486,207.76,41742
AAPL,2024-06-21 16:14:00,207.6,207.77,207.49,207.77,5714070
AAPL,2024-06-21 16:13:00,207.51,207.62,207.4,207.585,7212341
AAPL,2024-06-21 16:12:00,207.54,207.65,207.49,207.505,7426455
AAPL,2024-06-21 16:11:00,207.47,207.63,207.42,207.545,3175662
AAPL,2024-06-21 16:10:00,207.6,207.6,207.42,207.43,5268042
AAPL,2024-06-21 16:09:00,207.76,207.84,207.49,207.6,4309026
AAPL,2024-06-21 16:08:00,207.735,207.87,207.469,207.49,233592
AAPL,2024-06-21 16:07:00,207.71,207.79,207.49,207.74,201712
AAPL,2024-06-21 16:06:00,207.98,208.0,207.49,207.7,221866
AAPL,2024-06-21 16:05:00,207.998,208.0,207.49,208.0,549780
AAPL,2024-06-21 16:04:00,208.125,208.2,207.49,207.92,9320056
AAPL,2024-06-21 16:03:00,208.2,208.3,207.49,208.125,145083
AAPL,2024-06-21 16:02:00,208.4,208.42,207.49,208.2,2257500
AAPL,2024-06-21 16:01:00,208.15,208.49,207.49,208.4,209577
AAPL,2024-06-21 16:00:00,207.11,208.42,207.1,208.15,212156149
AAPL,2024-06-21 15:59:00,208.02,208.05,207.11,207.11,3615209
AAPL,2024-06-21 15:58:00,208.0,208.35,207.98,208.013,1743226
AAPL,2024-06-21 15:57:00,207.842,208.01,207.46,208.01,1527188
AAPL,2024-06-21 15:56:00,208.03,208.06,207.64,207.84,1165939
AAPL,2024-06-21 15:55:00,208.927,208.927,207.33,208.02,2237427
AAPL,2024-06-21 15:54:00,209.5,209.67,208.7,208.9,1308565
AAPL,2024-06-21 15:53:00,209.995,210.02,209.33,209.51,989538
AAPL,2024-06-21 15:52:00,210.04,210.31,209.83,210.01,778650
AAPL,2024-06-21 15:51:00,210.36,210.37,209.995,210.04,666020
AAPL,2024-06-21 15:50:00,210.52,210.75,210.22,210.35,832488
AAPL,2024-06-21 15:49:00,210.61,210.61,210.45,210.515,273924
AAPL,2024-06-21 15:48:00,210.65,210.72,210.53,210.61,271090
AAPL,2024-06-21 15:47:00,210.57,210.65,210.52,210.65,220038
AAPL,2024-06-21 15:46:00,210.48,210.59,210.475,210.56,273500
AAPL,2024-06-21 15:45:00,210.525,210.535,210.39,210.475,306430
AAPL,2024-06-21 15:44:00,210.345,210.6,210.345,210.525,254610
AAPL,2024-06-21 15:43:00,210.4,210.42,210.31,210.345,243804
AAPL,2024-06-21 15:42:00,210.05,210.4,209.98,210.4,423543
AAPL,2024-06-21 15:41:00,210.215,210.22,210.035,210.045,213460
AAPL,2024-06-21 15:40:00,210.36,210.37,210.21,210.215,224084
AAPL,2024-06-21 15:39:00,210.795,210.815,210.37,210.37,196618
AAPL,2024-06-21 15:38:00,210.63,210.85,210.62,210.79,372255
AAPL,2024-06-21 15:37:00,210.49,210.64,210.48,210.64,166039
AAPL,2024-06-21 15:36:00,210.55,210.55,210.48,210.5,171277
AAPL,2024-06-21 15:35:00,210.44,210.57,210.42,210.545,236930
AAPL,2024-06-21 15:34:00,210.335,210.465,210.33,210.435,164512
AAPL,2024-06-21 15:33:00,210.37,210.43,210.29,210.33,194848
AAPL,2024-06-21 15:32:00,210.37,210.4,210.32,210.365,139089
AAPL,2024-06-21 15:31:00,210.36,210.4,210.31,210.365,158384
AAPL,2024-06-21 15:30:00,210.42,210.43,210.3,210.358,242577
AAPL,2024-06-21 15:29:00,210.496,210.51,210.4,210.42,159279
AAPL,2024-06-21 15:28:00,210.555,210.56,210.46,210.495,135405
AAPL,2024-06-21 15:27:00,210.52,210.62,210.51,210.56,126420
AAPL,2024-06-21 15:26:00,210.555,210.58,210.48,210.515,186823
AAPL,2024-06-21 15:25:00,210.585,210.6,210.45,210.555,179020
AAPL,2024-06-21 15:24:00,210.64,210.64,210.53,210.59,119397
AAPL,2024-06-21 15:23:00,210.66,210.77,210.56,210.63,225515
AAPL,2024-06-21 15:22:00,210.69,210.69,210.6,210.67,151987
AAPL,2024-06-21 15:21:00,210.57,210.69,210.47,210.69,159587
AAPL,2024-06-21 15:20:00,210.545,210.6,210.51,210.565,178187
AAPL,2024-06-21 15:19:00,210.485,210.58,210.48,210.54,163234
AAPL,2024-06-21 15:18:00,210.445,210.5,210.43,210.49,138492
AAPL,2024-06-21 15:17:00,210.46,210.5,210.425,210.45,130861
AAPL,2024-06-21 15:16:00,210.45,210.51,210.415,210.46,137469
AAPL,2024-06-21 15:15:00,210.48,210.55,210.39,210.44,177509
AAPL,2024-06-21 15:14:00,210.41,210.5,210.38,210.475,161183
AAPL,2024-06-21 15:13:00,210.3,210.42,210.26,210.41,143382
AAPL,2024-06-21 15:12:00,210.29,210.4,210.28,210.3,174951
AAPL,2024-06-21 15:11:00,210.3,210.35,210.24,210.29,150514
AAPL,2024-06-21 15:10:00,210.44,210.45,210.3,210.3,136622
AAPL,2024-06-21 15:09:00,210.799,210.8,210.4,210.43,189468
AAPL,2024-06-21 15:08:00,210.55,210.8,210.545,210.795,192190
AAPL,2024-06-21 15:07:00,210.655,210.66,210.49,210.545,192181
AAPL,2024-06-21 15:06:00,210.895,210.895,210.65,210.655,248131
AAPL,2024-06-21 15:05:00,210.92,210.97,210.85,210.9,280067
AAPL,2024-06-21 15:04:00,210.762,210.915,210.74,210.91,194015
AAPL,2024-06-21 15:03:00,210.54,210.77,210.535,210.765,129046
AAPL,2024-06-21 15:02:00,210.425,210.589,210.38,210.56,149737
AAPL,2024-06-21 15:01:00,210.235,210.465,210.235,210.43,147648
AAPL,2024-06-21 15:00:00,210.17,210.28,210.13,210.235,90882
AAPL,2024-06-21 14:59:00,210.235,210.24,210.08,210.16,181668
AAPL,2024-06-21 14:58:00,210.23,210.3,210.22,210.235,127378
AAPL,2024-06-21 14:57:00,210.13,210.295,210.12,210.235,120517
AAPL,2024-06-21 14:56:00,210.13,210.23,210.1,210.125,110770
AAPL,2024-06-21 14:55:00,210.065,210.175,209.995,210.12,136597
AAPL,2024-06-21 14:54:00,210.23,210.24,210.05,210.065,122807
AAPL,2024-06-21 14:53:00,210.285,210.29,210.205,210.23,124726
AAPL,2024-06-21 14:52:00,210.265,210.305,210.225,210.285,90808
AAPL,2024-06-21 14:51:00,210.26,210.28,210.2,210.265,115559
AAPL,2024-06-21 14:50:00,210.26,210.28,210.19,210.255,178373
AAPL,2024-06-21 14:49:00,210.23,210.32,210.205,210.265,106933
AAPL,2024-06-21 14:48:00,210.24,210.275,210.19,210.225,101358
AAPL,2024-06-21 14:47:00,210.21,210.29,210.185,210.235,149979
AAPL,2024-06-21 14:46:00,210.235,210.3,210.14,210.21,119715
AAPL,2024-06-21 14:45:00,210.125,210.245,210.11,210.235,135238
AAPL,2024-06-21 14:44:00,210.09,210.15,210.06,210.13,154014
AAPL,2024-06-21 14:43:00,209.995,210.15,209.98,210.09,152260
AAPL,2024-06-21 14:42:00,210.155,210.16,209.985,209.995,138602
AAPL,2024-06-21 14:41:00,210.0,210.15,209.97,210.15,203680
AAPL,2024-06-21 14:40:00,210.04,210.04,209.995,210.0,125930
AAPL,2024-06-21 14:39:00,210.071,210.118,210.01,210.04,120318
AAPL,2024-06-21 14:38:00,210.095,210.12,210.02,210.075,117947
AAPL,2024-06-21 14:37:00,210.19,210.19,210.08,210.097,102571
AAPL,2024-06-21 14:36:00,210.245,210.275,210.12,210.195,183558
AAPL,2024-06-21 14:35:00,210.255,210.27,210.22,210.245,169347
AAPL,2024-06-21 14:34:00,210.35,210.39,210.25,210.255,104723
AAPL,2024-06-21 14:33:00,210.391,210.41,210.31,210.35,144807
AAPL,2024-06-21 14:32:00,210.455,210.51,210.37,210.4,132484
AAPL,2024-06-21 14:31:00,210.435,210.48,210.41,210.46,148547
AAPL,2024-06-21 14:30:00,210.84,210.845,210.39,210.43,435898
AAPL,2024-06-21 14:29:00,210.92,210.935,210.84,210.845,65722
AAPL,2024-06-21 14:28:00,210.89,210.98,210.89,210.92,81007
AAPL,2024-06-21 14:27:00,210.8,210.9,210.76,210.89,80964
AAPL,2024-06-21 14:26:00,210.83,210.94,210.78,210.795,96077
AAPL,2024-06-21 14:25:00,210.73,210.855,210.72,210.83,175827
AAPL,2024-06-21 14:24:00,210.615,210.74,210.6,210.72,108853
AAPL,2024-06-21 14:23:00,210.62,210.67,210.6,210.61,108299
AAPL,2024-06-21 14:22:00,210.6,210.69,210.6,210.62,76941
AAPL,2024-06-21 14:21:00,210.61,210.61,210.54,210.6,68333
AAPL,2024-06-21 14:20:00,210.49,210.65,210.49,210.614,80928
AAPL,2024-06-21 14:19:00,210.505,210.533,210.48,210.48,40559
AAPL,2024-06-21 14:18:00,210.51,210.513,210.46,210.51,44715
AAPL,2024-06-21 14:17:00,210.525,210.575,210.47,210.51,67872
AAPL,2024-06-21 14:16:00,210.51,210.595,210.484,210.53,78439
AAPL,2024-06-21 14:15:00,210.43,210.52,210.416,210.51,73010
AAPL,2024-06-21 14:14:00,210.465,210.49,210.43,210.43,60394
AAPL,2024-06-21 14:13:00,210.5,210.5,210.41,210.47,81332
AAPL,2024-06-21 14:12:00,210.39,210.505,210.389,210.501,79633
AAPL,2024-06-21 14:11:00,210.315,210.392,210.26,210.391,55794
AAPL,2024-06-21 14:10:00,210.34,210.34,210.269,210.31,58284
AAPL,2024-06-21 14:09:00,210.155,210.37,210.155,210.33,65225
AAPL,2024-06-21 14:08:00,210.21,210.22,210.09,210.155,47016
AAPL,2024-06-21 14:07:00,210.25,210.315,210.21,210.21,77872
AAPL,2024-06-21 14:06:00,210.22,210.26,210.18,210.245,71099
AAPL,2024-06-21 14:05:00,210.22,210.25,210.18,210.22,64774
AAPL,2024-06-21 14:04:00,210.225,210.24,210.18,210.215,60845
AAPL,2024-06-21 14:03:00,210.23,210.25,210.15,210.225,61368
AAPL,2024-06-21 14:02:00,210.2,210.31,210.19,210.235,63538
AAPL,2024-06-21 14:01:00,210.25,210.33,210.21,210.21,47355
AAPL,2024-06-21 14:00:00,210.3,210.4,210.19,210.233,76421
AAPL,2024-06-21 13:59:00,210.3,210.315,210.26,210.3,50749
AAPL,2024-06-21 13:58:00,210.2,210.31,210.165,210.294,49256
AAPL,2024-06-21 13:57:00,210.31,210.31,210.155,210.206,55202
AAPL,2024-06-21 13:56:00,210.335,210.345,210.27,210.305,97147
AAPL,2024-06-21 13:55:00,210.505,210.51,210.33,210.33,100950
AAPL,2024-06-21 13:54:00,210.57,210.58,210.48,210.505,80294
AAPL,2024-06-21 13:53:00,210.54,210.63,210.5,210.565,81353
AAPL,2024-06-21 13:52:00,210.525,210.63,210.48,210.541,86125
AAPL,2024-06-21 13:51:00,210.43,210.58,210.425,210.52,147302
AAPL,2024-06-21 13:50:00,210.31,210.48,210.29,210.43,204557
AAPL,2024-06-21 13:49:00,210.37,210.395,210.27,210.32,45033
AAPL,2024-06-21 13:48:00,210.305,210.365,210.27,210.364,45536
AAPL,2024-06-21 13:47:00,210.355,210.375,210.28,210.305,74452
AAPL,2024-06-21 13:46:00,210.33,210.405,210.31,210.355,69722
AAPL,2024-06-21 13:45:00,210.25,210.33,210.245,210.325,81788
AAPL,2024-06-21 13:44:00,210.24,210.27,210.18,210.26,555098
AAPL,2024-06-21 13:43:00,210.16,210.27,210.15,210.245,108931
AAPL,2024-06-21 13:42:00,210.045,210.169,209.98,210.165,69641
