stock_symbol,date,hour,max_high
MSFT,2024-06-17,2024-06-17T06:00:00.000+10:00,443.81
MSFT,2024-06-17,2024-06-17T07:00:00.000+10:00,443.36
MSFT,2024-06-17,2024-06-17T08:00:00.000+10:00,444.32
MSFT,2024-06-17,2024-06-17T09:00:00.000+10:00,444.28
MSFT,2024-06-17,2024-06-17T10:00:00.000+10:00,443.44
MSFT,2024-06-17,2024-06-17T11:00:00.000+10:00,445.2
MSFT,2024-06-17,2024-06-17T12:00:00.000+10:00,446.64
MSFT,2024-06-17,2024-06-17T13:00:00.000+10:00,449.49
MSFT,2024-06-17,2024-06-17T14:00:00.000+10:00,450.69
MSFT,2024-06-17,2024-06-17T15:00:00.000+10:00,450.94
MSFT,2024-06-17,2024-06-17T16:00:00.000+10:00,448.72
MSFT,2024-06-17,2024-06-17T17:00:00.000+10:00,448.98
MSFT,2024-06-17,2024-06-17T18:00:00.000+10:00,448.59
MSFT,2024-06-17,2024-06-17T19:00:00.000+10:00,448.5
MSFT,2024-06-18,2024-06-18T04:00:00.000+10:00,449.99
MSFT,2024-06-18,2024-06-18T05:00:00.000+10:00,450.36
MSFT,2024-06-18,2024-06-18T06:00:00.000+10:00,450.42
MSFT,2024-06-18,2024-06-18T07:00:00.000+10:00,449.99
MSFT,2024-06-18,2024-06-18T08:00:00.000+10:00,450.514
MSFT,2024-06-18,2024-06-18T09:00:00.000+10:00,450.19
MSFT,2024-06-18,2024-06-18T10:00:00.000+10:00,448.33
MSFT,2024-06-18,2024-06-18T11:00:00.000+10:00,446.54
MSFT,2024-06-18,2024-06-18T12:00:00.000+10:00,447.69
MSFT,2024-06-18,2024-06-18T13:00:00.000+10:00,447.9
MSFT,2024-06-18,2024-06-18T14:00:00.000+10:00,447.39
MSFT,2024-06-18,2024-06-18T15:00:00.000+10:00,446.91
MSFT,2024-06-18,2024-06-18T16:00:00.000+10:00,446.733
MSFT,2024-06-18,2024-06-18T17:00:00.000+10:00,446.52
MSFT,2024-06-18,2024-06-18T18:00:00.000+10:00,447.9
MSFT,2024-06-18,2024-06-18T19:00:00.000+10:00,447.44
MSFT,2024-06-20,2024-06-20T04:00:00.000+10:00,449.88
MSFT,2024-06-20,2024-06-20T05:00:00.000+10:00,448.7
MSFT,2024-06-20,2024-06-20T06:00:00.000+10:00,449.48
MSFT,2024-06-20,2024-06-20T07:00:00.000+10:00,449.17
MSFT,2024-06-20,2024-06-20T08:00:00.000+10:00,449.93
MSFT,2024-06-20,2024-06-20T09:00:00.000+10:00,446.97
MSFT,2024-06-20,2024-06-20T10:00:00.000+10:00,444.13
MSFT,2024-06-20,2024-06-20T11:00:00.000+10:00,445.82
MSFT,2024-06-20,2024-06-20T12:00:00.000+10:00,445.47
MSFT,2024-06-20,2024-06-20T13:00:00.000+10:00,445.15
MSFT,2024-06-20,2024-06-20T14:00:00.000+10:00,445.22
MSFT,2024-06-20,2024-06-20T15:00:00.000+10:00,446.06
MSFT,2024-06-20,2024-06-20T16:00:00.000+10:00,446.3
MSFT,2024-06-20,2024-06-20T17:00:00.000+10:00,446.0
MSFT,2024-06-20,2024-06-20T18:00:00.000+10:00,446.6
MSFT,2024-06-20,2024-06-20T19:00:00.000+10:00,446.6
MSFT,2024-06-21,2024-06-21T04:00:00.000+10:00,445.66
MSFT,2024-06-21,2024-06-21T05:00:00.000+10:00,445.0
MSFT,2024-06-21,2024-06-21T06:00:00.000+10:00,444.97
MSFT,2024-06-21,2024-06-21T07:00:00.000+10:00,446.6
MSFT,2024-06-21,2024-06-21T08:00:00.000+10:00,447.6
MSFT,2024-06-21,2024-06-21T09:00:00.000+10:00,450.39
MSFT,2024-06-21,2024-06-21T10:00:00.000+10:00,448.93
MSFT,2024-06-21,2024-06-21T11:00:00.000+10:00,449.3
MSFT,2024-06-21,2024-06-21T12:00:00.000+10:00,449.78
MSFT,2024-06-21,2024-06-21T13:00:00.000+10:00,449.154
MSFT,2024-06-21,2024-06-21T14:00:00.000+10:00,449.44
MSFT,2024-06-21,2024-06-21T15:00:00.000+10:00,450.58
MSFT,2024-06-21,2024-06-21T16:00:00.000+10:00,450.7
MSFT,2024-06-21,2024-06-21T17:00:00.000+10:00,450.21
MSFT,2024-06-21,2024-06-21T18:00:00.000+10:00,450.22
MSFT,2024-06-21,2024-06-21T19:00:00.000+10:00,450.22
